order_id,user_id,user_name,user_email,product_id,product_name,qty,unit_price,total_price,shipping_fee,payment_method,status,city,is_delivered,created_at,updated_at
69ebaf8a573795fd73533b6f,69de41aec3ff4ad839eb867c,Nguyễn Văn B,tuvh123@gmail.com,69eba6ef2ea5741c160f4cee,Áo đấu sân nhà Arsenal trẻ em 2025-2026,3,1500000,3000000,0,COD,delivered,Đức Linh,true,2026-04-24T17:59:38.618Z,2026-04-24T18:53:08.839Z
6a14ac2698c9fff9de319b7f,69de41aec3ff4ad839eb867c,Nguyễn Văn B,tuvh123@gmail.com,69ec674e7fb179301d9a2db3,Áo Đấu Sân Khách 25/26,1,3000000,3000000,0,COD,pending,Đức Linh,false,2026-05-25T20:08:06.593Z,2026-05-25T20:08:06.593Z
6a1555c7e46cb0d56ccb83b3,69de41aec3ff4ad839eb867c,Nguyễn Văn B,tuvh123@gmail.com,69ec674e7fb179301d9a2db2,Áo đấu sân nhà,1,2500000,2500000,0,COD,pending,Đức Linh,false,2026-05-26T08:11:51.312Z,2026-05-26T08:11:51.312Z
6a155ad7e46cb0d56ccb97a7,69cd608f3109fa058076dcdb,Tú Anh,tuvh462005@gmail.com,69ec674e7fb179301d9a2db3,Áo Đấu Sân Khách 25/26,1,3000000,5200000,0,COD,pending,Đức Linh,false,2026-05-26T08:33:27.615Z,2026-05-26T08:33:27.615Z
6a155ad7e46cb0d56ccb97a7,69cd608f3109fa058076dcdb,Tú Anh,tuvh462005@gmail.com,69ec674e7fb179301d9a2db4,Áo Đấu thứ ba 25/26,1,2200000,5200000,0,COD,pending,Đức Linh,false,2026-05-26T08:33:27.615Z,2026-05-26T08:33:27.615Z
6a18101dff8291b493ba55ec,69cd608f3109fa058076dcdb,Tú Anh,tuvh462005@gmail.com,69ec674e7fb179301d9a2db4,Áo Đấu thứ ba 25/26,1,2200000,1782000,0,COD,pending,Đức Linh,false,2026-05-28T09:51:25.442Z,2026-05-28T09:51:25.442Z
6a184f9f1859d8ddb47316c2,69de41aec3ff4ad839eb867c,Nguyễn Văn B,tuvh123@gmail.com,69ec674e7fb179301d9a2db3,Áo Đấu Sân Khách 25/26,1,3000000,3000000,0,COD,shipping,Đức Linh,false,2026-05-28T14:22:23.522Z,2026-05-28T14:22:49.928Z
6a23bf11d8b02e518145535b,6a23bf0fd8b02e518145534f,Vũ Lan Linh,khachhang1780727567496@gmail.com,6a1856198db103285a259c82,Arsenal adidas Womens 26/27 Authentic Home Shirt,1,3840000,3840000,0,Momo,delivered,Hồ Chí Minh,false,2025-08-01T00:00:00.000Z,2025-08-01T00:00:00.000Z
6a23bf11d8b02e518145535d,6a23bf0fd8b02e5181455349,Võ Mỹ Trang,khachhang1780727567490@gmail.com,6a1856198db103285a259ca9,Arsenal adidas Kids 26/27 Home Shorts,1,960000,960000,30000,VNPay,shipping,Hồ Chí Minh,false,2025-08-01T00:00:00.000Z,2025-08-01T00:00:00.000Z
6a23bf11d8b02e518145535f,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a1856198db103285a259c91,Arsenal adidas 26/27 Home Mini Kit,1,1600000,4320000,0,Momo,delivered,Đà Nẵng,false,2025-08-02T00:00:00.000Z,2025-08-02T00:00:00.000Z
6a23bf11d8b02e518145535f,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a18590b2bc10bb7e5e8648c,Arsenal adidas 25/26 Away Shirt,1,2720000,4320000,0,Momo,delivered,Đà Nẵng,false,2025-08-02T00:00:00.000Z,2025-08-02T00:00:00.000Z
6a23bf11d8b02e5181455362,6a23bf0fd8b02e518145534f,Vũ Lan Linh,khachhang1780727567496@gmail.com,6a18590b2bc10bb7e5e8643c,Arsenal adidas 26/27 Authentic Home Shirt,1,3840000,3840000,30000,Banking,delivered,Hồ Chí Minh,false,2025-08-02T00:00:00.000Z,2025-08-02T00:00:00.000Z
6a23bf11d8b02e5181455364,6a23bf0fd8b02e518145534d,Đặng Hải Tuấn,khachhang1780727567494@gmail.com,6a1856198db103285a259d06,Arsenal adidas 25/26 Third Shorts,2,1216000,2432000,30000,Banking,delivered,Hồ Chí Minh,false,2025-08-03T00:00:00.000Z,2025-08-03T00:00:00.000Z
6a23bf11d8b02e5181455366,6a23bf0fd8b02e5181455359,Dương Hồng Hà,khachhang1780727567506@gmail.com,6a1856198db103285a259d03,Arsenal adidas Kids 25/26 Third Shirt,2,1920000,8000000,0,COD,shipping,Đà Nẵng,false,2025-08-03T00:00:00.000Z,2025-08-03T00:00:00.000Z
6a23bf11d8b02e5181455366,6a23bf0fd8b02e5181455359,Dương Hồng Hà,khachhang1780727567506@gmail.com,6a1856198db103285a259c97,Arsenal adidas 26/27 Authentic Home Long Sleeved Shirt,1,4160000,8000000,0,COD,shipping,Đà Nẵng,false,2025-08-03T00:00:00.000Z,2025-08-03T00:00:00.000Z
6a23bf11d8b02e5181455369,6a23bf0fd8b02e5181455350,Nguyễn Thị Anh,khachhang1780727567497@gmail.com,6a1856198db103285a259cac,Arsenal adidas 26/27 Authentic Home Shorts,1,1440000,1440000,30000,VNPay,delivered,Hà Nội,false,2025-08-04T00:00:00.000Z,2025-08-04T00:00:00.000Z
6a23bf11d8b02e518145536b,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a1856198db103285a259c82,Arsenal adidas Womens 26/27 Authentic Home Shirt,1,3840000,3840000,30000,VNPay,delivered,Đà Nẵng,false,2025-08-05T00:00:00.000Z,2025-08-05T00:00:00.000Z
6a23bf11d8b02e518145536d,6a23bf0fd8b02e5181455354,Dương Công Long,khachhang1780727567501@gmail.com,6a18590b2bc10bb7e5e86446,Arsenal adidas Womens 26/27 Home Shirt,1,2720000,11040000,30000,COD,pending,Hồ Chí Minh,false,2025-08-05T00:00:00.000Z,2025-08-05T00:00:00.000Z
6a23bf11d8b02e518145536d,6a23bf0fd8b02e5181455354,Dương Công Long,khachhang1780727567501@gmail.com,6a1856198db103285a259c9a,Arsenal adidas Womens 26/27 Authentic Home Long Sleeved Shirt,2,4160000,11040000,30000,COD,pending,Hồ Chí Minh,false,2025-08-05T00:00:00.000Z,2025-08-05T00:00:00.000Z
6a23bf11d8b02e5181455370,6a23bf0fd8b02e518145534d,Đặng Hải Tuấn,khachhang1780727567494@gmail.com,6a1856198db103285a259cc7,Arsenal adidas Kids 26/27 Home Goalkeeper Socks,1,512000,2432000,0,VNPay,pending,Hồ Chí Minh,false,2025-08-06T00:00:00.000Z,2025-08-06T00:00:00.000Z
6a23bf11d8b02e5181455370,6a23bf0fd8b02e518145534d,Đặng Hải Tuấn,khachhang1780727567494@gmail.com,6a1856198db103285a259cf1,Arsenal adidas Kids 25/26 Away Shirt,1,1920000,2432000,0,VNPay,pending,Hồ Chí Minh,false,2025-08-06T00:00:00.000Z,2025-08-06T00:00:00.000Z
6a23bf11d8b02e5181455373,6a23bf0fd8b02e518145534f,Vũ Lan Linh,khachhang1780727567496@gmail.com,6a1850eb1a7b2fdb0ae8739c,Áo Đấu Sân Khách Arsenal 25/26 – Authentic,1,3000000,3000000,0,COD,delivered,Hồ Chí Minh,false,2025-08-07T00:00:00.000Z,2025-08-07T00:00:00.000Z
6a23bf11d8b02e5181455375,6a23bf0fd8b02e518145534d,Đặng Hải Tuấn,khachhang1780727567494@gmail.com,6a18590b2bc10bb7e5e86449,Arsenal adidas Kids 26/27 Home Shirt,1,1920000,1920000,30000,Momo,cancelled,Hồ Chí Minh,false,2025-08-08T00:00:00.000Z,2025-08-08T00:00:00.000Z
6a23bf11d8b02e5181455377,6a23bf0fd8b02e518145534a,Lý Thanh Linh,khachhang1780727567491@gmail.com,6a1850eb1a7b2fdb0ae873ae,Quần Tập Luyện Arsenal 25/26 – Training Pants,2,1600000,3200000,30000,COD,shipping,Hồ Chí Minh,false,2025-08-09T00:00:00.000Z,2025-08-09T00:00:00.000Z
6a23bf11d8b02e5181455379,6a23bf0fd8b02e5181455352,Phạm Đình Thành,khachhang1780727567499@gmail.com,6a18590b2bc10bb7e5e86446,Arsenal adidas Womens 26/27 Home Shirt,2,2720000,5440000,0,Banking,delivered,Hà Nội,false,2025-08-10T00:00:00.000Z,2025-08-10T00:00:00.000Z
6a23bf11d8b02e518145537b,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a1856198db103285a259cd3,Arsenal adidas 26/27 Mini Home Football Size 1,2,480000,960000,30000,VNPay,shipping,Đà Nẵng,false,2025-08-10T00:00:00.000Z,2025-08-10T00:00:00.000Z
6a23bf11d8b02e518145537d,6a23bf0fd8b02e5181455348,Võ Bích Hà,khachhang1780727567489@gmail.com,6a18590b2bc10bb7e5e86479,Arsenal adidas 26/27 Home Football Size 5,2,640000,1280000,30000,Banking,cancelled,Đà Nẵng,false,2025-08-11T00:00:00.000Z,2025-08-11T00:00:00.000Z
6a23bf11d8b02e518145537f,6a23bf0fd8b02e5181455359,Dương Hồng Hà,khachhang1780727567506@gmail.com,6a18590b2bc10bb7e5e86496,Arsenal adidas Kids 25/26 Away Shorts,2,960000,4480000,30000,Momo,delivered,Đà Nẵng,false,2025-08-12T00:00:00.000Z,2025-08-12T00:00:00.000Z
6a23bf11d8b02e518145537f,6a23bf0fd8b02e5181455359,Dương Hồng Hà,khachhang1780727567506@gmail.com,6a1856198db103285a259ca3,Arsenal adidas 26/27 Home Baby Kit,2,1280000,4480000,30000,Momo,delivered,Đà Nẵng,false,2025-08-12T00:00:00.000Z,2025-08-12T00:00:00.000Z
6a23bf11d8b02e5181455382,6a23bf0fd8b02e518145534e,Đỗ Hữu Khoa,khachhang1780727567495@gmail.com,6a18590b2bc10bb7e5e86499,Arsenal adidas Kids 25/26 Away Socks,2,512000,1024000,0,Banking,shipping,Hà Nội,false,2025-08-13T00:00:00.000Z,2025-08-13T00:00:00.000Z
6a23bf11d8b02e5181455384,6a23bf0fd8b02e5181455354,Dương Công Long,khachhang1780727567501@gmail.com,6a1850eb1a7b2fdb0ae873ae,Quần Tập Luyện Arsenal 25/26 – Training Pants,2,1600000,5632000,30000,Banking,cancelled,Hồ Chí Minh,false,2025-08-14T00:00:00.000Z,2025-08-14T00:00:00.000Z
6a23bf11d8b02e5181455384,6a23bf0fd8b02e5181455354,Dương Công Long,khachhang1780727567501@gmail.com,6a1856198db103285a259cfa,Arsenal adidas 25/26 Away Shorts,2,1216000,5632000,30000,Banking,cancelled,Hồ Chí Minh,false,2025-08-14T00:00:00.000Z,2025-08-14T00:00:00.000Z
6a23bf11d8b02e5181455387,6a23bf0fd8b02e5181455352,Phạm Đình Thành,khachhang1780727567499@gmail.com,6a1856198db103285a259ca9,Arsenal adidas Kids 26/27 Home Shorts,1,960000,960000,0,COD,delivered,Hà Nội,false,2025-08-15T00:00:00.000Z,2025-08-15T00:00:00.000Z
6a23bf11d8b02e5181455389,6a23bf0fd8b02e5181455356,Vũ Công Hùng,khachhang1780727567503@gmail.com,6a1856198db103285a259cbb,Arsenal adidas Kids 26/27 Long Sleeved Home Goalkeeper Shirt,1,2080000,2080000,0,COD,shipping,Hà Nội,false,2025-08-15T00:00:00.000Z,2025-08-15T00:00:00.000Z
6a23bf11d8b02e518145538b,6a23bf0fd8b02e518145534e,Đỗ Hữu Khoa,khachhang1780727567495@gmail.com,6a1856198db103285a259ca9,Arsenal adidas Kids 26/27 Home Shorts,1,960000,960000,30000,COD,pending,Hà Nội,false,2025-08-16T00:00:00.000Z,2025-08-16T00:00:00.000Z
6a23bf11d8b02e518145538d,6a23bf0fd8b02e518145534a,Lý Thanh Linh,khachhang1780727567491@gmail.com,6a1856198db103285a259cc7,Arsenal adidas Kids 26/27 Home Goalkeeper Socks,1,512000,512000,30000,VNPay,delivered,Hồ Chí Minh,false,2025-08-16T00:00:00.000Z,2025-08-16T00:00:00.000Z
6a23bf11d8b02e518145538f,6a23bf0fd8b02e5181455353,Phan Công Phúc,khachhang1780727567500@gmail.com,6a1856198db103285a259cb5,Arsenal adidas Kids 26/27 Home Socks,1,512000,512000,30000,COD,delivered,Hồ Chí Minh,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e5181455391,6a23bf0fd8b02e518145534b,Đặng Ngọc Bảo,khachhang1780727567492@gmail.com,6a1856198db103285a259d0c,Arsenal 25/26 Third Goalkeeper Shirt,1,1632000,1632000,30000,Momo,cancelled,Đà Nẵng,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e5181455393,6a23bf0fd8b02e5181455358,Lý Thúy Yến,khachhang1780727567505@gmail.com,6a1850eb1a7b2fdb0ae873a2,Áo Đấu Sân Nhà Arsenal 25/26 Nữ,1,2200000,2200000,30000,VNPay,delivered,Hồ Chí Minh,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e5181455395,6a23bf0fd8b02e5181455350,Nguyễn Thị Anh,khachhang1780727567497@gmail.com,6a1856198db103285a259cfd,Arsenal adidas 25/26 Authentic Alternate Away Shorts,1,1440000,4320000,0,COD,shipping,Hà Nội,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e5181455395,6a23bf0fd8b02e5181455350,Nguyễn Thị Anh,khachhang1780727567497@gmail.com,6a1856198db103285a259c9d,Arsenal adidas 26/27 Home Long Sleeved Shirt,1,2880000,4320000,0,COD,shipping,Hà Nội,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e5181455398,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a18590b2bc10bb7e5e8648c,Arsenal adidas 25/26 Away Shirt,1,2720000,2720000,0,Momo,delivered,Đà Nẵng,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e518145539a,6a23bf0fd8b02e518145534e,Đỗ Hữu Khoa,khachhang1780727567495@gmail.com,6a1856198db103285a259cb5,Arsenal adidas Kids 26/27 Home Socks,2,512000,1024000,30000,Momo,delivered,Hà Nội,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e518145539c,6a23bf0fd8b02e5181455349,Võ Mỹ Trang,khachhang1780727567490@gmail.com,6a1850eb1a7b2fdb0ae873a5,Áo Tập Arsenal 25/26 – Training Jersey,1,1800000,2824000,30000,Banking,delivered,Hồ Chí Minh,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e518145539c,6a23bf0fd8b02e5181455349,Võ Mỹ Trang,khachhang1780727567490@gmail.com,6a18590b2bc10bb7e5e86499,Arsenal adidas Kids 25/26 Away Socks,2,512000,2824000,30000,Banking,delivered,Hồ Chí Minh,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e518145539f,6a23bf0fd8b02e5181455348,Võ Bích Hà,khachhang1780727567489@gmail.com,6a1856198db103285a259d15,Arsenal adidas Kids 25/26 Third Goalkeeper Shirt,1,1920000,1920000,30000,Banking,delivered,Đà Nẵng,false,2025-08-17T00:00:00.000Z,2025-08-17T00:00:00.000Z
6a23bf11d8b02e51814553a1,6a23bf0fd8b02e518145534d,Đặng Hải Tuấn,khachhang1780727567494@gmail.com,6a1856198db103285a259c82,Arsenal adidas Womens 26/27 Authentic Home Shirt,2,3840000,10944000,0,Banking,shipping,Hồ Chí Minh,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553a1,6a23bf0fd8b02e518145534d,Đặng Hải Tuấn,khachhang1780727567494@gmail.com,6a1856198db103285a259d0c,Arsenal 25/26 Third Goalkeeper Shirt,2,1632000,10944000,0,Banking,shipping,Hồ Chí Minh,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553a4,6a23bf0fd8b02e5181455349,Võ Mỹ Trang,khachhang1780727567490@gmail.com,6a1850eb1a7b2fdb0ae873b4,Mũ Bóng Chày Arsenal FC 25/26 – Cap,2,600000,1200000,0,Momo,pending,Hồ Chí Minh,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553a6,6a23bf0fd8b02e5181455351,Lý Thúy Trang,khachhang1780727567498@gmail.com,6a18590b2bc10bb7e5e86496,Arsenal adidas Kids 25/26 Away Shorts,2,960000,1920000,0,Banking,delivered,Đà Nẵng,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553a8,6a23bf0fd8b02e5181455359,Dương Hồng Hà,khachhang1780727567506@gmail.com,6a1850ea1a7b2fdb0ae87396,Áo Đấu Sân Nhà Arsenal 25/26 – Fan Version,1,2200000,2200000,30000,VNPay,delivered,Đà Nẵng,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553aa,6a23bf0fd8b02e5181455353,Phan Công Phúc,khachhang1780727567500@gmail.com,6a1856198db103285a259cb5,Arsenal adidas Kids 26/27 Home Socks,1,512000,512000,30000,Banking,delivered,Hồ Chí Minh,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553ac,6a23bf0fd8b02e5181455350,Nguyễn Thị Anh,khachhang1780727567497@gmail.com,6a18590b2bc10bb7e5e86483,Arsenal adidas 26/27 White Home Cap,2,640000,1280000,30000,Banking,delivered,Hà Nội,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553ae,6a23bf0fd8b02e5181455347,Phạm Đức Thành,khachhang1780727567488@gmail.com,6a18590b2bc10bb7e5e8648c,Arsenal adidas 25/26 Away Shirt,1,2720000,2720000,30000,COD,delivered,Hà Nội,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553b0,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a1856198db103285a259cc7,Arsenal adidas Kids 26/27 Home Goalkeeper Socks,1,512000,1792000,30000,COD,delivered,Đà Nẵng,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553b0,6a23bf0fd8b02e518145534c,Võ Đức Cường,khachhang1780727567493@gmail.com,6a1856198db103285a259d18,Arsenal adidas 25/26 Third Socks,2,640000,1792000,30000,COD,delivered,Đà Nẵng,false,2025-08-18T00:00:00.000Z,2025-08-18T00:00:00.000Z
6a23bf11d8b02e51814553b3,6a23bf0fd8b02e5181455347,Phạm Đức Thành,khachhang1780727567488@gmail.com,6a1856198db103285a259c91,Arsenal adidas 26/27 Home Mini Kit,2,1600000,6464000,0,VNPay,delivered,Hà Nội,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553b3,6a23bf0fd8b02e5181455347,Phạm Đức Thành,khachhang1780727567488@gmail.com,6a1856198db103285a259d0c,Arsenal 25/26 Third Goalkeeper Shirt,2,1632000,6464000,0,VNPay,delivered,Hà Nội,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553b6,6a23bf0fd8b02e5181455357,Hồ Hải Đạt,khachhang1780727567504@gmail.com,6a1856198db103285a259cd3,Arsenal adidas 26/27 Mini Home Football Size 1,2,480000,960000,30000,Momo,shipping,Hà Nội,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553b8,6a23bf0fd8b02e5181455346,Võ Hải Đạt,khachhang1780727567487@gmail.com,6a1850eb1a7b2fdb0ae8739c,Áo Đấu Sân Khách Arsenal 25/26 – Authentic,1,3000000,4632000,30000,VNPay,shipping,Hồ Chí Minh,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553b8,6a23bf0fd8b02e5181455346,Võ Hải Đạt,khachhang1780727567487@gmail.com,6a1856198db103285a259d0c,Arsenal 25/26 Third Goalkeeper Shirt,1,1632000,4632000,30000,VNPay,shipping,Hồ Chí Minh,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553bb,6a23bf0fd8b02e5181455354,Dương Công Long,khachhang1780727567501@gmail.com,6a1856198db103285a259ccd,Arsenal adidas 26/27 Red Backpack,2,1280000,5440000,30000,Momo,delivered,Hồ Chí Minh,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553bb,6a23bf0fd8b02e5181455354,Dương Công Long,khachhang1780727567501@gmail.com,6a1856198db103285a259d12,Arsenal adidas 25/26 Third Authentic Alternate Shorts,2,1440000,5440000,30000,Momo,delivered,Hồ Chí Minh,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553be,6a23bf0fd8b02e518145534e,Đỗ Hữu Khoa,khachhang1780727567495@gmail.com,6a1856198db103285a259ca3,Arsenal adidas 26/27 Home Baby Kit,1,1280000,1280000,0,COD,delivered,Hà Nội,false,2025-08-19T00:00:00.000Z,2025-08-19T00:00:00.000Z
6a23bf11d8b02e51814553c0,6a23bf0fd8b02e5181455350,Nguyễn Thị Anh,khachhang1780727567497@gmail.com,6a1850eb1a7b2fdb0ae873a5,Áo Tập Arsenal 25/26 – Training Jersey,1,1800000,1800000,0,COD,delivered,Hà Nội,false,2025-08-20T00:00:00.000Z,2025-08-20T00:00:00.000Z
6a23bf11d8b02e51814553c2,6a23bf0fd8b02e5181455352,Phạm Đình Thành,khachhang1780727567499@gmail.com,6a1856198db103285a259cac,Arsenal adidas 26/27 Authentic Home Shorts,1,1440000,3040000,30000,COD,pending,Hà Nội,false,2025-08-20T00:00:00.000Z,2025-08-20T00:00:00.000Z
6a23bf11d8b02e51814553c2,6a23bf0fd8b02e5181455352,Phạm Đình Thành,khachhang1780727567499@gmail.com,6a1850eb1a7b2fdb0ae873ba,Bóng Đá Arsenal FC adidas 25/26,2,800000,3040000,30000,COD,pending,Hà Nội,false,2025-08-20T00:00:00.000Z,2025-08-20T00:00:00.000Z
6a23bf11d8b02e51814553c5,6a23bf0fd8b02e5181455352,Phạm Đình Thành,khachhang1780727567499@gmail.com,6a1856198db103285a259d12,Arsenal adidas 25/26 Third Authentic Alternate Shorts,2,1440000,4096000,0,COD,cancelled,Hà Nội,false,2025-08-20T00:00:00.000Z,2025-08-20T00:00:00.000Z
6a23bf11d8b02e51814553c5,6a23bf0fd8b02e5181455352,Phạm Đình Thành,khachhang1780727567499@gmail.com,6a1856198db103285a259cfa,Arsenal adidas 25/26 Away Shorts,1,1216000,4096000,0,COD,cancelled,Hà Nội,false,2025-08-20T00:00:00.000Z,2025-08-20T00:00:00.000Z
